ds,yhat,yhat_lower,yhat_upper,category
2015-03-29,67.1510699264208,33.50253259815116,97.47437993251692,Cleats
2015-03-30,68.50192782398292,36.96630525592005,99.59538759978534,Cleats
2015-03-31,65.65532077377685,32.70497405086222,94.80226289075537,Cleats
2015-04-01,68.1912618245774,37.404457350958594,98.84470701349949,Cleats
2015-04-02,67.61314182380956,38.55350922769559,100.40757481071356,Cleats
2015-04-03,69.15796818408738,38.979027558880965,100.09724872914751,Cleats
2015-04-04,68.52027530299878,38.11290387184559,97.98424715813772,Cleats
2015-04-05,68.8290705049757,37.45706486439266,101.70355105114024,Cleats
2015-04-06,70.40233658594691,39.356387998415066,105.33628936695017,Cleats
2015-04-07,67.72391599960201,36.674632771972846,97.93494386249391,Cleats
2015-04-08,70.37244589868538,37.74749857895115,102.32014599051395,Cleats
2015-04-09,69.85128624591408,36.845943377830096,102.62666987420975,Cleats
2015-04-10,71.3987251774241,39.965481120872276,103.82097746544645,Cleats
2015-04-11,70.71182585315735,41.082137711739065,103.45098528087772,Cleats
2015-04-12,70.92328066286858,37.40498033666772,102.18496236474225,Cleats
2015-04-13,72.35579649843038,42.02163329586045,103.79846283586213,Cleats
2015-04-14,69.49883931524577,35.8587604895092,99.6769414986308,Cleats
2015-04-15,71.93741085257886,40.756627059865686,105.66404045970583,Cleats
2015-04-16,71.18180375911349,38.78529146697513,101.66218047483882,Cleats
2015-04-17,72.47762363380036,41.47366408177819,103.27963095632005,Cleats
2015-04-18,71.52944670173927,40.83698033409,101.97136905587087,Cleats
2015-04-19,71.47748356371882,38.9002323266899,103.90839054158445,Cleats
2015-04-20,72.65177725884467,41.269115810690735,105.33067688113886,Cleats
2015-04-21,69.54876825151331,40.03457433694053,100.79507481626058,Cleats
2015-04-22,71.75990336176494,40.24152501895322,104.72311646685004,Cleats
2015-04-23,70.801238701471,40.52399750112541,103.21535354135708,Cleats
2015-04-24,71.92332852691905,40.28029300336587,102.09418682040946,Cleats
2015-04-25,70.83477163856632,39.40427301817669,100.83881004759468,Cleats
2015-04-26,70.67878812836358,40.42697892308976,102.52797429836268,Cleats
2015-04-27,71.78735647836174,38.796881214441605,100.09656307227974,Cleats
2015-04-28,68.65774475678099,37.42973626623081,98.28054144661478,Cleats
2015-04-29,70.88111341706825,39.882212535166445,101.4290284801637,Cleats
2015-04-30,69.97213959745882,34.67456180116493,102.031662664981,Cleats
2015-05-01,71.17895402750008,40.52046344604313,100.86836899056426,Cleats
2015-05-02,70.20676075416429,39.48912924380459,103.23218371054975,Cleats
2015-05-03,70.19451049618101,38.97369690705303,101.92092857583583,Cleats
2015-05-04,71.4691551163811,38.88371138664323,103.21062457605649,Cleats
2015-05-05,68.52231398615137,38.33128402340539,99.77888861376347,Cleats
2015-05-06,70.93902638901325,37.653598946342065,103.35267248287332,Cleats
2015-05-07,70.22753619795245,40.25064783881531,99.78362736238651,Cleats
2015-05-08,71.62939605092622,40.501093795243065,102.86214128754071,Cleats
2015-05-09,70.843257227537,37.754138552767365,103.35591833482397,Cleats
2015-05-10,71.00171206543223,42.05260015651007,100.55280372995462,Cleats
2015-05-11,72.42571203922743,40.031676751204465,103.34646295261633,Cleats
2015-05-12,69.60138918953591,39.046624753744766,101.4543377994573,Cleats
2015-05-13,72.1089506823094,39.930290074745,105.91000236123611,Cleats
2015-05-14,71.45258981241828,43.36864261754205,102.96922746180859,Cleats
2015-05-15,72.87069768530262,42.4066830864947,107.10407140957125,Cleats
2015-05-16,72.05973931106654,42.43915535793673,102.21351832683882,Cleats
2015-05-17,72.15115890450554,42.69684915579391,102.37011148768866,Cleats
2015-05-18,73.46583646211215,43.00511881482432,104.57651092559844,Cleats
2015-05-19,70.49092168560048,40.87707993846424,101.58893536327973,Cleats
2015-05-20,72.80871551130281,39.771108192690136,105.08731242081595,Cleats
2015-05-21,71.92654249059058,41.353891319104406,104.98892532589669,Cleats
2015-05-22,73.08689921734464,41.10249684566661,108.66978979378958,Cleats
2015-05-23,71.99124397778381,42.27809627410454,104.36040657100413,Cleats
2015-05-24,71.77679437661955,40.6231185988658,104.84972749735434,Cleats
2015-05-25,72.77085744522611,42.730602623690274,103.89506078764711,Cleats
2015-05-26,69.46752115429223,37.764532987697706,101.83659834054238,Cleats
2015-05-27,71.45638079674693,41.000656080436265,101.62871094485249,Cleats
2015-05-28,70.25224697456589,38.00023901354764,101.66590116047337,Cleats
2015-05-29,71.10512407790338,40.11642893261096,100.8815015708651,Cleats
2015-05-30,69.72382824677499,39.82497888325456,100.43457045075023,Cleats
2015-05-31,69.252615422687,38.435296469959034,100.42286817641589,Cleats
2015-06-01,70.02534780325323,39.43406813223056,103.2286648761139,Cleats
2015-06-02,66.54203130019798,36.61905818866359,99.5993379031058,Cleats
2015-06-03,68.39740093552315,38.17541891011837,98.88351374279415,Cleats
2015-06-04,67.11050409312949,37.66180634809622,98.20408106456033,Cleats
2015-06-05,67.93457334461347,35.19870818914097,99.69946127167911,Cleats
2015-06-06,66.58056025443456,34.205278530325316,96.12264603067868,Cleats
2015-06-07,66.19370271935095,33.54365715548843,97.29144033548877,Cleats
2015-06-08,67.10765559299465,35.09553307554257,99.47514892087192,Cleats
2015-06-09,63.82101809308069,31.858314701625787,96.24294943977326,Cleats
2015-06-10,65.9259352624822,35.12423627337382,97.06299874793241,Cleats
2015-06-11,64.93772316991148,34.33068487192255,94.63536658958112,Cleats
2015-06-12,66.10480877278695,34.600822567313706,97.948100053817,Cleats
2015-06-13,65.13235450963242,34.6284499786925,96.83370781425147,Cleats
2015-06-14,65.1589383069426,33.435348163994355,95.94454884362844,Cleats
2015-06-15,66.51081641983444,34.96812970209187,96.9868569711698,Cleats
2015-06-16,63.67859982891351,35.17057999955781,93.32242206656396,Cleats
2015-06-17,66.24601832405675,34.12246734927544,96.6589107398466,Cleats
2015-06-18,65.71971851526177,33.217329423503074,96.20672888560694,Cleats
2015-06-19,67.33938301743893,35.83630030898921,98.82984024204355,Cleats
2015-06-20,66.80153704358551,36.91930262210134,97.06382585650881,Cleats
2015-06-21,67.2364092010294,35.00511303865302,98.60584884760948,Cleats
2015-06-22,68.9623700156428,38.227427143886636,101.29163182350746,Cleats
2015-06-23,66.46277512244406,34.39414123917212,100.40910454096537,Cleats
2015-06-24,69.31488364228,39.921588423557374,102.63543056113714,Cleats
2015-06-25,69.0197946319684,37.24972708767153,102.61817343824812,Cleats
2015-06-26,70.81268583169643,39.40979895541309,101.53795487579522,Cleats
2015-06-27,70.38671831700407,40.17087551596173,101.27212267664599,Cleats
2015-06-28,70.869971677144,40.32448570045492,101.60312888176708,Cleats
2015-06-29,72.5799315737945,42.69633115620714,102.73021134467449,Cleats
2015-06-30,70.00035548806746,38.64347154179583,104.23746896335355,Cleats
2015-07-01,72.7101866111956,40.64227158279109,104.04876563856455,Cleats
2015-07-02,72.21345878266284,42.802282323587555,104.4195598583702,Cleats
2015-07-03,73.74947729845249,44.01760587901516,106.24984743970363,Cleats
2015-07-04,73.01664036703578,40.681233508186665,102.70197369924932,Cleats
2015-07-05,73.14926755356672,40.499420284539774,106.48388822249954,Cleats
2015-07-06,74.47195929823724,42.23570873358011,103.97617111490855,Cleats
2015-07-07,71.47631601467334,40.288893917730874,100.23212779604584,Cleats
2015-07-08,73.7496898320151,42.14173358851272,102.96357395035407,Cleats
2015-07-09,72.80491533567819,39.68178310335182,105.66117752158854,Cleats
2015-07-10,73.89030785035605,42.37759687697107,106.45375804695387,Cleats
2015-07-11,72.71329795298747,42.33273394323375,107.53948533997192,Cleats
2015-07-12,72.41707257076264,40.720595953859686,101.88556389724806,Cleats
2015-07-13,73.33475078143697,43.74863063563472,103.80184071610651,Cleats
2015-07-14,69.96592686092777,39.310851151364524,100.64742864317974,Cleats
2015-07-15,71.90525704789201,40.07782471361704,103.211129268999,Cleats
2015-07-16,70.6720407285115,40.28705004215296,103.12855994183579,Cleats
2015-07-17,71.52008703091295,40.29120724417548,99.4778167732626,Cleats
2015-07-18,70.16123875325846,39.14961264209494,100.73625695259612,Cleats
2015-07-19,69.74192628353413,37.88588663228149,99.83467814581435,Cleats
2015-07-20,70.59728149740484,40.75346877026232,101.4802767168541,Cleats
2015-07-21,67.22764541283746,35.575007348272706,97.21184100942548,Cleats
2015-07-22,69.2271471915935,37.32338966075987,99.68335600830227,Cleats
2015-07-23,68.11330452189732,36.14716681180495,97.49726309000812,Cleats
2015-07-24,69.13693667303872,38.42692856983485,99.75196805483759,Cleats
2015-07-25,68.00576066289933,37.07567246617704,97.79180192430097,Cleats
2015-07-26,67.86104161068063,37.29773314033845,100.26046480382027,Cleats
2015-07-27,69.03182505610549,37.69845868722266,98.15894173858693,Cleats
2015-07-28,66.01158232683039,33.80820379494087,96.25517670711307,Cleats
2015-07-29,68.38694341632034,36.90066078326428,97.55810919965961,Cleats
2015-07-30,67.66746391628456,38.65535486908542,98.6126657874613,Cleats
2015-07-31,69.09571352329766,38.566293770147624,98.08239216128389,Cleats
2015-08-01,68.37105259171162,35.761424056674684,99.2239887873051,Cleats
2015-08-02,68.62646373117191,34.61299529324238,100.72158793528914,Cleats
2015-08-03,70.18296214288547,39.34305049606274,103.12045937963813,Cleats
2015-08-04,67.52641177167057,37.5852226259469,97.09520164198004,Cleats
2015-08-05,70.23641790495489,38.34880045960133,102.3229255542446,Cleats
2015-08-06,69.81623919581075,38.203745083420415,102.01717772182029,Cleats
2015-08-07,71.50300340846196,39.44193799315488,103.48366542448719,Cleats
2015-08-08,70.9915905595944,41.36440046774518,101.48002236319998,Cleats
2015-08-09,71.41154814192922,41.412691335969456,103.0937684457698,Cleats
2015-08-10,73.08156035537034,37.52577231286651,107.35969208519357,Cleats
2015-08-11,70.48629723681964,37.08215373248777,98.0982817441128,Cleats
2015-08-12,73.20531374677378,41.723056918271226,105.99570872931092,Cleats
2015-08-13,72.74294184234377,41.61501944769839,104.93061208989381,Cleats
2015-08-14,74.33846051229554,40.630821946991496,110.17424724755848,Cleats
2015-08-15,73.68992654216113,43.49510671417713,104.99935177015358,Cleats
2015-08-16,73.93094351574001,43.46331149675496,105.17962867638579,Cleats
2015-08-17,75.38507146321905,43.12463219364086,104.71362104846693,Cleats
2015-08-18,72.54252783146543,45.455276190782904,103.85612611369561,Cleats
2015-08-19,74.98894215700723,43.44297853583676,106.98336864043235,Cleats
2015-08-20,74.23509326766633,45.64597266697576,105.17636956880371,Cleats
2015-08-21,75.52691783243843,45.258508338263375,107.99833172559833,Cleats
2015-08-22,74.56915920804607,45.59218048705993,107.57856293623978,Cleats
2015-08-23,74.50202716943272,43.93418707915704,103.1055330836992,Cleats
2015-08-24,75.65539683143446,42.95422712361815,109.06684594942395,Cleats
2015-08-25,72.52537936167354,40.54055708505328,104.46690875047135,Cleats
2015-08-26,74.70294141251044,43.732114756493914,105.80999239611272,Cleats
2015-08-27,73.70352316584601,40.97669324814366,105.29816521073933,Cleats
2015-08-28,74.77694665498213,42.208266719475255,108.4585214757918,Cleats
2015-08-29,73.63098567193207,43.80946729820148,106.94388110660067,Cleats
2015-08-30,73.40796966358538,42.65515696158905,108.70718852328116,Cleats
2015-08-31,74.43895115085566,39.78426953526765,107.3021223794718,Cleats
2015-09-01,71.22026987672069,39.119814502152565,103.77585472659966,Cleats
2015-09-02,73.34219058235105,43.64823050124756,105.42610534954952,Cleats
2015-09-03,72.31856363976517,41.55991004924838,102.45641526135765,Cleats
2015-09-04,73.39679892219912,42.739847590093326,105.32664580220663,Cleats
2015-09-05,72.28152235064235,40.58298529510721,101.63668004191261,Cleats
2015-09-06,72.11128511105818,40.132403371883015,103.95828135621981,Cleats
2015-09-07,73.21285218919385,42.10058280803956,104.0404039722427,Cleats
2015-09-08,70.07790013779362,37.427572523024615,102.10967605376659,Cleats
2015-09-09,72.2917973634159,43.29668102372763,103.9308805442204,Cleats
2015-09-10,71.36341232218466,37.47873050126395,101.15045283523796,Cleats
2015-09-11,72.5352360375388,40.6327516007255,103.43292166860383,Cleats
2015-09-12,71.50718438460287,43.93609152625122,105.15052684307163,Cleats
2015-09-13,71.41344621896509,38.09431387235728,101.75114842776176,Cleats
2015-09-14,72.57690026042798,42.74921322530763,105.41510012551586,Cleats
2015-09-15,69.48592718761503,39.71062492309839,101.58116900719256,Cleats
2015-09-16,71.72328922742554,38.82293744073792,100.71793145040014,Cleats
2015-09-17,70.79600955554137,39.25684516929802,100.62841128568803,Cleats
2015-09-18,71.94555667286593,38.776368257597696,102.81147397403515,Cleats
2015-09-19,70.87167679568749,38.106976199171825,101.91661170693317,Cleats
2015-09-20,70.70924985625759,39.63333707402851,100.7848731857972,Cleats
2015-09-21,71.78268967022369,39.78078256587171,104.57734140098455,Cleats
2015-09-22,68.58271511850208,37.937087105170285,99.15115110378878,Cleats
2015-09-23,70.69516358354785,39.94215876889465,103.10575463104615,Cleats
2015-09-24,69.63079106037684,38.96787613060342,102.31560805025995,Cleats
2015-09-25,70.63534549387437,39.591586723928046,100.6907216878919,Cleats
2015-09-26,69.41328003388743,38.2224277280591,99.03851539298029,Cleats
2015-09-27,69.10447461325421,38.31327397668369,101.97880082018327,Cleats
2015-09-28,70.03849210979081,37.31441659839621,100.78158338407867,Cleats
2015-09-29,66.71119983832779,35.19837877315919,98.30857312097059,Cleats
2015-09-30,68.71343168999027,34.58661548495611,99.84265855139051,Cleats
2015-10-01,67.5606394879392,36.508731717181526,97.84835729607596,Cleats
2015-10-02,68.50282422113585,37.05540563958334,100.062668174017,Cleats
2015-10-03,67.2481178092733,34.13736648591035,100.26363870275706,Cleats
2015-10-04,66.93938751022372,36.55894962223918,99.47881917556477,Cleats
2015-10-05,67.90839258161874,36.75162321931361,98.8526786733291,Cleats
2015-10-06,64.65232684398372,33.829273785091054,95.93913570157729,Cleats
2015-10-07,66.76242483580494,35.77827862653586,98.83446374399229,Cleats
2015-10-08,65.75358190479342,34.742290198607876,96.87253549255225,Cleats
2015-10-09,66.87428002302771,35.43212925113964,99.96010921343867,Cleats
2015-10-10,65.83019041961121,34.97737228519975,98.18964856011445,Cleats
2015-10-11,65.76082487997044,35.016087152252986,98.64769057656129,Cleats
2015-10-12,66.99376435814483,35.84959519837387,98.30616578393104,Cleats
2015-10-13,64.02129690167493,33.72889270711601,93.17937408137044,Cleats
2015-10-14,66.4291402850765,35.45926617988676,98.43486001792823,Cleats
2015-10-15,65.72619681174993,34.55960406032699,96.42599002889408,Cleats
2015-10-16,67.15462866722649,37.92007966170135,98.03345023308785,Cleats
2015-10-17,66.41362107901061,34.54646809586968,97.15487676945588,Cleats
2015-10-18,66.6363143321352,37.605727867561804,95.58619919443747,Cleats
2015-10-19,68.14386200678774,36.831375049389784,99.33543076829244,Cleats
2015-10-20,65.422576672676,33.04959028750401,96.18823141723772,Cleats
2015-10-21,68.05270017029416,37.776049094702365,101.42210166865262,Cleats
2015-10-22,67.53830842748985,33.85762120183875,100.90592241163208,Cleats
2015-10-23,69.11752167313652,38.315868060628944,101.6589686843125,Cleats
2015-10-24,68.4863835126303,37.16469577908581,100.29592853120359,Cleats
2015-10-25,68.77577320775674,38.46727161976591,98.61133519100295,Cleats
2015-10-26,70.30587262483589,40.55555897188385,102.5211150919665,Cleats
2015-10-27,67.56301318607176,34.83238286605247,99.40784930004595,Cleats
2015-10-28,70.12857225617702,36.78985923500859,100.46629643105851,Cleats
2015-10-29,69.50886132631554,38.21824672533667,101.70413612252409,Cleats
2015-10-30,70.9452902920549,41.050086182688176,102.53827827668879,Cleats
2015-10-31,70.13817212438894,37.06802656491022,101.8384773895704,Cleats
2015-11-01,70.22353387367819,39.30812984247121,101.48602104724152,Cleats
2015-11-02,71.52745779572871,40.68293386412557,101.384893683855,Cleats
2015-11-03,68.54278093670095,37.81574931944604,99.28108789902325,Cleats
2015-11-04,70.85782621431633,40.36615488016561,102.47858490844781,Cleats
2015-11-05,69.98611148004912,38.740802298564375,100.09513471103169,Cleats
2015-11-06,71.17632539519884,41.31628369432368,100.90711087170293,Cleats
2015-11-07,70.1359392564492,38.41511295179638,100.17313532997629,Cleats
2015-11-08,70.00782572338812,39.41248346893191,101.07680633942154,Cleats
2015-11-09,71.12441329806595,37.390761967856996,103.40643894348118,Cleats
2015-11-10,67.98420986867991,35.78980181754988,97.20943194909256,Cleats
2015-11-11,70.18037311594874,37.98548170556197,103.96591360497196,Cleats
2015-11-12,69.23027868507667,39.48112664442742,98.95528326379456,Cleats
2015-11-13,70.38537891383129,40.13271690679929,102.63526112040172,Cleats
2015-11-14,69.35472464018025,36.05669555126947,100.87272202588811,Cleats
2015-11-15,69.28152376591986,37.34655188301083,101.35120353625189,Cleats
2015-11-16,70.49726740746101,38.31246296105189,100.5565590695513,Cleats
2015-11-17,67.49825812517587,38.02386339381242,99.60542105644042,Cleats
2015-11-18,69.8742183664683,37.372323829825184,103.58561203670615,Cleats
2015-11-19,69.13811231729821,38.222598640350874,101.11001237955033,Cleats
2015-11-20,70.53555849785046,38.52977243349142,101.81070622880522,Cleats
2015-11-21,69.76903156500506,39.12841543220438,100.29090766227802,Cleats
2015-11-22,69.9743958552343,38.23386509365189,103.14833441005,Cleats
2015-11-23,71.47521186630263,38.12805144122823,102.59669401857424,Cleats
2015-11-24,68.75946301982596,39.251953215487575,101.1535798585947,Cleats
2015-11-25,71.4083759828374,40.12810711214316,102.2906657242286,Cleats
2015-11-26,70.92627966812546,40.077982958836394,100.7739151969939,Cleats
2015-11-27,72.55078879059435,39.151657933234574,102.44506881287069,Cleats
2015-11-28,71.97667662557059,40.428455357542674,101.01840673281777,Cleats
2015-11-29,72.33280199469779,42.420182534374405,102.7797187139413,Cleats
2015-11-30,73.93661209944207,43.96777910914466,104.88208449374797,Cleats
2015-12-01,71.27104615186326,39.59613157493306,102.7620746646114,Cleats
2015-12-02,73.91350830615723,40.75054537979305,105.77904800833508,Cleats
2015-12-03,73.36585079356242,40.59471568226269,105.74796395350127,Cleats
2015-12-04,74.86464959279758,44.05013733416585,106.01294839283189,Cleats
2015-12-05,74.10513450464123,45.47026744128434,107.28101882990245,Cleats
2015-12-06,74.2181367259065,42.73652737099921,106.44431483561385,Cleats
2015-12-07,75.52457451616469,44.49816627552646,107.55011604361646,Cleats
2015-12-08,72.51230181969109,40.91197839769619,103.74912255812642,Cleats
2015-12-09,74.7649892093963,44.512680089715424,107.06399864407355,Cleats
2015-12-10,73.7919798568388,43.99794302453752,104.43191971577536,Cleats
2015-12-11,74.83840556390068,41.777980398975444,105.52276979771544,Cleats
2015-12-12,73.60892827114846,39.266448219003294,104.96309637950628,Cleats
2015-12-13,73.24447444544505,42.02287595753407,101.20239776387562,Cleats
2015-12-14,74.0764879090173,44.735824474608876,104.73878710667036,Cleats
2015-12-15,70.60353148285247,41.11582509452221,101.94135486089576,Cleats
2015-12-16,72.41991273148221,41.424422699229176,106.86311058390116,Cleats
2015-12-17,71.04528269887177,41.611616999671206,103.58353158695299,Cleats
2015-12-18,71.73449896992139,39.465101526306064,101.49243550566945,Cleats
2015-12-19,70.20112472922098,38.371565535550594,101.9458294158665,Cleats
2015-12-20,69.5939372782396,38.01135112038835,102.34618428739397,Cleats
2015-12-21,70.251032002654,38.380813604292186,102.19577164663391,Cleats
2015-12-22,66.67608376889316,37.332525523306515,97.38016565909412,Cleats
2015-12-23,68.46699283910826,37.588055408657155,100.02406044991326,Cleats
2015-12-24,67.14532081929961,37.34443220675957,97.21180933755396,Cleats
2015-12-25,67.96608457828445,35.14780304399564,99.02061885454458,Cleats
2015-12-26,66.64122715688023,38.881602836751014,97.72646599018103,Cleats
2015-12-27,66.31614021476453,34.199561221775895,98.3460925927992,Cleats
2015-12-28,67.32376935459962,34.50232269262245,98.52251292255391,Cleats
2015-12-29,64.16113695543714,34.61724245128377,95.74675850274188,Cleats
2015-12-30,66.41796042472916,34.196421064998006,97.01529527742433,Cleats
2015-12-31,65.60631567029004,33.99241874630606,97.14525640157794,Cleats
2016-01-01,66.97063629152952,36.65514605785283,97.96454304797157,Cleats
2016-01-02,66.21141758893387,35.646107764183874,98.34318876987872,Cleats
2016-01-03,66.4619945937056,34.3853490285747,95.5717925711364,Cleats
2016-01-04,68.04291953544325,36.393322160294026,97.65600154418127,Cleats
2016-01-05,65.43876702161327,34.15070875697327,95.15933436761284,Cleats
2016-01-06,68.22703819810684,37.12280298573389,100.01189822974024,Cleats
2016-01-07,67.90810692778668,35.92318554358683,99.06090138819779,Cleats
2016-01-08,69.71549176290397,39.743291117771115,99.1005084696744,Cleats
2016-01-09,69.33981628989092,36.93574009555398,100.10190148818688,Cleats
2016-01-10,69.90582088991842,40.171796137213285,100.2114689254448,Cleats
2016-01-11,71.72694568658706,41.42635375395479,102.31424210069932,Cleats
2016-01-12,69.2823079577455,35.84569614818085,104.23454078109332,Cleats
2016-01-13,72.14574105685256,40.80541696753907,104.5242885317182,Cleats
2016-01-14,71.81583453327008,39.99093655306435,103.61611913425243,Cleats
2016-01-15,73.52625683929867,40.678903860067365,105.50578130925607,Cleats
2016-01-16,72.96972183361429,43.093843165300946,104.35474107291124,Cleats
2016-01-17,73.27496180989684,42.27422386787734,105.20388731776326,Cleats
2016-01-18,74.76122757103153,45.64841320824132,106.08381911541268,Cleats
2016-01-19,71.91514062311744,40.35088257380198,106.41824359864636,Cleats
2016-01-20,74.31956733731452,42.192757441429755,105.11052520520454,Cleats
2016-01-21,73.4834585125871,43.73736717527397,105.02694564946513,Cleats
2016-01-22,74.65194526880309,42.96409697624495,107.89895759554012,Cleats
2016-01-23,73.53003308347671,42.03344602891108,103.50078598021128,Cleats
